date,latitude,longitude,station_id,AOD,source,year,month,day,season,AOD_lag_1,AOD_lag_3,AOD_weekly_average,humidity_corrected_AOD,aod_boundary_layer_ratio,ventilation_index,aerosol_intensity
2023-01-04,25.611,85.093,STN_007,0.31,MODIS_MAIAC,2023,1,4,Winter,0.3,0.28,0.295,0.341,0.00031,3.1,Medium
2023-01-04,18.531,73.849,STN_008,0.31,MODIS_MAIAC,2023,1,4,Winter,0.3,0.28,0.295,0.341,0.00031,3.1,Medium
2023-01-04,30.733,76.789,STN_009,0.31,MODIS_MAIAC,2023,1,4,Winter,0.3,0.28,0.295,0.341,0.00031,3.1,Medium
2023-01-04,26.847,80.947,STN_010,0.31,MODIS_MAIAC,2023,1,4,Winter,0.3,0.28,0.295,0.341,0.00031,3.1,Medium
2023-01-04,22.719,75.857,STN_011,0.31,MODIS_MAIAC,2023,1,4,Winter,0.3,0.28,0.295,0.341,0.00031,3.1,Medium
2023-01-04,23.259,77.413,STN_012,0.31,MODIS_MAIAC,2023,1,4,Winter,0.3,0.28,0.295,0.341,0.00031,3.1,Medium
2023-01-05,28.647,77.315,STN_001,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,19.055,72.842,STN_002,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,13.035,77.598,STN_003,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,22.544,88.342,STN_004,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,13.165,80.263,STN_005,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,17.456,78.441,STN_006,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,25.611,85.093,STN_007,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,18.531,73.849,STN_008,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,30.733,76.789,STN_009,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,26.847,80.947,STN_010,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,22.719,75.857,STN_011,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-05,23.259,77.413,STN_012,0.32,MODIS_MAIAC,2023,1,5,Winter,0.31,0.29,0.3,0.35200000000000004,0.00032,3.2,Medium
2023-01-06,28.647,77.315,STN_001,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,19.055,72.842,STN_002,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,13.035,77.598,STN_003,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,22.544,88.342,STN_004,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,13.165,80.263,STN_005,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,17.456,78.441,STN_006,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,25.611,85.093,STN_007,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,18.531,73.849,STN_008,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,30.733,76.789,STN_009,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,26.847,80.947,STN_010,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,22.719,75.857,STN_011,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-06,23.259,77.413,STN_012,0.33,MODIS_MAIAC,2023,1,6,Winter,0.32,0.3,0.305,0.36300000000000004,0.00033,3.3000000000000003,Medium
2023-01-07,28.647,77.315,STN_001,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,19.055,72.842,STN_002,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,13.035,77.598,STN_003,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,22.544,88.342,STN_004,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,13.165,80.263,STN_005,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,17.456,78.441,STN_006,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,25.611,85.093,STN_007,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,18.531,73.849,STN_008,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,30.733,76.789,STN_009,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,26.847,80.947,STN_010,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,22.719,75.857,STN_011,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-07,23.259,77.413,STN_012,0.3399999999999999,MODIS_MAIAC,2023,1,7,Winter,0.33,0.31,0.31,0.37399999999999994,0.0003399999999999999,3.399999999999999,Medium
2023-01-08,28.647,77.315,STN_001,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,19.055,72.842,STN_002,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,13.035,77.598,STN_003,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,22.544,88.342,STN_004,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,13.165,80.263,STN_005,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,17.456,78.441,STN_006,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,25.611,85.093,STN_007,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,18.531,73.849,STN_008,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,30.733,76.789,STN_009,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,26.847,80.947,STN_010,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,22.719,75.857,STN_011,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-08,23.259,77.413,STN_012,0.35,MODIS_MAIAC,2023,1,8,Winter,0.3399999999999999,0.32,0.31999999999999995,0.385,0.00035,3.5,Medium
2023-01-09,28.647,77.315,STN_001,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,19.055,72.842,STN_002,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,13.035,77.598,STN_003,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,22.544,88.342,STN_004,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,13.165,80.263,STN_005,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,17.456,78.441,STN_006,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,25.611,85.093,STN_007,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,18.531,73.849,STN_008,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,30.733,76.789,STN_009,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,26.847,80.947,STN_010,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,22.719,75.857,STN_011,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-09,23.259,77.413,STN_012,0.36,MODIS_MAIAC,2023,1,9,Winter,0.35,0.33,0.32999999999999996,0.396,0.00035999999999999997,3.5999999999999996,Medium
2023-01-10,28.647,77.315,STN_001,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,19.055,72.842,STN_002,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,13.035,77.598,STN_003,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,22.544,88.342,STN_004,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,13.165,80.263,STN_005,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,17.456,78.441,STN_006,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,25.611,85.093,STN_007,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,18.531,73.849,STN_008,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,30.733,76.789,STN_009,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,26.847,80.947,STN_010,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,22.719,75.857,STN_011,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-10,23.259,77.413,STN_012,0.28,MODIS_MAIAC,2023,1,10,Winter,0.36,0.3399999999999999,0.3271428571428571,0.30800000000000005,0.00028000000000000003,2.8000000000000003,Medium
2023-01-11,28.647,77.315,STN_001,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,19.055,72.842,STN_002,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,13.035,77.598,STN_003,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,22.544,88.342,STN_004,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,13.165,80.263,STN_005,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,17.456,78.441,STN_006,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,25.611,85.093,STN_007,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,18.531,73.849,STN_008,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,30.733,76.789,STN_009,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,26.847,80.947,STN_010,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,22.719,75.857,STN_011,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-11,23.259,77.413,STN_012,0.29,MODIS_MAIAC,2023,1,11,Winter,0.28,0.35,0.3242857142857143,0.319,0.00029,2.9,Medium
2023-01-12,28.647,77.315,STN_001,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,19.055,72.842,STN_002,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,13.035,77.598,STN_003,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,22.544,88.342,STN_004,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,13.165,80.263,STN_005,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,17.456,78.441,STN_006,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,25.611,85.093,STN_007,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,18.531,73.849,STN_008,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,30.733,76.789,STN_009,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,26.847,80.947,STN_010,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,22.719,75.857,STN_011,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-12,23.259,77.413,STN_012,0.3,MODIS_MAIAC,2023,1,12,Winter,0.29,0.36,0.32142857142857145,0.33,0.0003,3.0,Medium
2023-01-13,28.647,77.315,STN_001,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,19.055,72.842,STN_002,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,13.035,77.598,STN_003,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,22.544,88.342,STN_004,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,13.165,80.263,STN_005,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,17.456,78.441,STN_006,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,25.611,85.093,STN_007,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,18.531,73.849,STN_008,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,30.733,76.789,STN_009,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,26.847,80.947,STN_010,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,22.719,75.857,STN_011,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-13,23.259,77.413,STN_012,0.31,MODIS_MAIAC,2023,1,13,Winter,0.3,0.28,0.31857142857142856,0.341,0.00031,3.1,Medium
2023-01-14,28.647,77.315,STN_001,0.32,MODIS_MAIAC,2023,1,14,Winter,0.31,0.29,0.3157142857142857,0.35200000000000004,0.00032,3.2,Medium
2023-01-14,19.055,72.842,STN_002,0.32,MODIS_MAIAC,2023,1,14,Winter,0.31,0.29,0.3157142857142857,0.35200000000000004,0.00032,3.2,Medium
2023-01-14,13.035,77.598,STN_003,0.32,MODIS_MAIAC,2023,1,14,Winter,0.31,0.29,0.3157142857142857,0.35200000000000004,0.00032,3.2,Medium
2023-01-14,22.544,88.342,STN_004,0.32,MODIS_MAIAC,2023,1,14,Winter,0.31,0.29,0.3157142857142857,0.35200000000000004,0.00032,3.2,Medium
2023-01-14,13.165,80.263,STN_005,0.32,MODIS_MAIAC,2023,1,14,Winter,0.31,0.29,0.3157142857142857,0.35200000000000004,0.00032,3.2,Medium
2023-01-14,17.456,78.441,STN_006,0.32,MODIS_MAIAC,2023,1,14,Winter,0.31,0.29,0.3157142857142857,0.35200000000000004,0.00032,3.2,Medium
2023-01-14,25.611,85.093,STN_007,0.32,MODIS_MAIAC,2023,1,14,Winter,0.31,0.29,0.3157142857142857,0.35200000000000004,0.00032,3.2,Medium
